NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
147,용루각2: 신들의 밤,최상훈,"(주)그노스,꿀잼컴퍼니(주)",,(주)그노스,20210210,개봉영화,장편,한국,20.0,231000.0,40.0,70000.0,12.0,액션,15세이상관람가,일반영화
148,ARKO LIVE 뮤지컬 시데레우스,,(주)아이디어랩,,(주)아이디어랩,20210211,개봉영화,장편,한국,14.0,555000.0,37.0,555000.0,37.0,뮤지컬,전체관람가,일반영화
149,하드코어,야마시타 노부히로,,(주)미디어캐슬,(주)미디어캐슬,20210318,개봉영화,장편,일본,1.0,344500.0,36.0,344500.0,36.0,코미디,청소년관람불가,독립/예술영화
150,팬티하우스,김동해,케이엘 픽쳐스,,케이엘 픽쳐스,20210319,개봉영화,장편,한국,1.0,68000.0,34.0,68000.0,34.0,멜로/로맨스,청소년관람불가,일반영화
151,프로젝트 마스,,,(주)블루라벨픽쳐스,(주)블루라벨픽쳐스,20210318,개봉영화,장편,러시아,5.0,310000.0,32.0,140000.0,14.0,SF,12세이상관람가,독립/예술영화
152,관계의 가나다에 있는 우리는,이인의,굿인스토리,,(주)시네마달,20210128,개봉영화,장편,한국,39.0,237000.0,28.0,156000.0,18.0,드라마,전체관람가,독립/예술영화
153,센코롤 커넥트,,,(주)미디어캐슬,(주)미디어캐슬,20210327,개봉영화,장편,일본,3.0,308000.0,28.0,299000.0,27.0,애니메이션,12세이상관람가,일반영화
154,찬실이는 복도 많지,김초희,"(주)지이프로덕션,(주)사이드미러",,찬란,20200305,개봉영화,장편,한국,241.0,233000.0,26.0,233000.0,26.0,드라마,전체관람가,독립/예술영화
155,애인대행,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,20210326,개봉영화,장편,한국,20.0,76000.0,25.0,13000.0,7.0,멜로/로맨스,청소년관람불가,일반영화
156,동서의 손맛,최정자,주식회사 플릭스코,,주식회사 플릭스코,20210317,개봉영화,장편,한국,1.0,100000.0,20.0,100000.0,20.0,성인물(에로),청소년관람불가,일반영화
157,섹 마녀,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,20210319,개봉영화,장편,한국,20.0,66000.0,20.0,3000.0,2.0,멜로/로맨스,청소년관람불가,일반영화
158,큰놈 바이러스,한동호,주식회사 플릭스코,,주식회사 플릭스코,20210310,개봉영화,장편,한국,1.0,100000.0,20.0,100000.0,20.0,드라마,청소년관람불가,일반영화
159,힘 좋은 시아버지와 착한 며느리,송정규,(주)나우콘텐츠,,(주)나우콘텐츠,20210318,개봉영화,장편,한국,1.0,100000.0,20.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
160,일부다처제,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,20210312,개봉영화,장편,한국,19.0,65000.0,19.0,3000.0,2.0,멜로/로맨스,청소년관람불가,일반영화
161,라스트 특공대,빈센트 페라스,,(유)조이앤시네마,(주)제이앤씨미디어그룹,20210218,개봉영화,장편,브라질,5.0,18000.0,18.0,0.0,0.0,전쟁,15세이상관람가,독립/예술영화
162,비밀 키스: 슈퍼스타 전 여친,나카지마 토모코,,,(주)씨맥스커뮤니케이션즈,20210312,개봉영화,장편,일본,1.0,90000.0,18.0,0.0,0.0,드라마,청소년관람불가,일반영화
163,아내의 몸으로 생계유지,,,,(주)씨맥스커뮤니케이션즈,20210312,개봉영화,장편,일본,1.0,90000.0,18.0,0.0,0.0,드라마,청소년관람불가,일반영화
164,야쿠자의 딸: 벌컥벌컥 삼킨 물,나카지마 토모코,,,(주)씨맥스커뮤니케이션즈,20210326,개봉영화,장편,일본,1.0,90000.0,18.0,0.0,0.0,드라마,청소년관람불가,일반영화
165,귀여운 남자,김정욱,(주)드림팩트엔터테인먼트,,(주)드림팩트엔터테인먼트,20210114,개봉영화,장편,한국,41.0,14000.0,14.0,14000.0,14.0,코미디,15세이상관람가,독립/예술영화
166,남매의 여름밤,윤단비,오누필름,,그린나래미디어(주),20200820,개봉영화,장편,한국,133.0,105000.0,12.0,105000.0,12.0,드라마,전체관람가,독립/예술영화
167,로그시티,올리비에르 마샬,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,20210211,개봉영화,장편,프랑스,10.0,66000.0,11.0,0.0,0.0,범죄,청소년관람불가,일반영화
168,로스트 걸 & 러브호텔,,,,위드 라이언 픽쳐스,20210324,개봉영화,장편,미국,5.0,65000.0,11.0,0.0,0.0,드라마,청소년관람불가,독립/예술영화
169,폴리스,앤 폰테인,,(주)퍼스트런,(주)퍼스트런,20210210,개봉영화,장편,프랑스,10.0,71940.0,9.0,0.0,0.0,드라마,15세이상관람가,일반영화
170,미드나잇 버스,,,(주)미디어캐슬,(주)라이크콘텐츠,20210204,개봉영화,장편,일본,26.0,64000.0,8.0,0.0,0.0,드라마,12세이상관람가,독립/예술영화
171,겨울밤에,장우진,봄내필름,,㈜인디스토리,20201210,개봉영화,장편,한국,49.0,51000.0,7.0,27000.0,3.0,드라마,12세이상관람가,독립/예술영화
172,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,,,(주)얼리버드픽쳐스,와이드 릴리즈(주),20201112,개봉영화,장편,영국,187.0,53000.0,7.0,0.0,0.0,애니메이션,전체관람가,독립/예술영화
173,"오늘, 우리 2","양재준,이나연,이준섭,여장천",필름다빈,,필름다빈,20210121,개봉영화,장편,한국,14.0,45000.0,7.0,0.0,0.0,드라마,12세이상관람가,독립/예술영화
174,제이티 르로이,,,(주)스톰픽쳐스코리아,(주)영화사 빅,20210121,개봉영화,장편,미국,93.0,30000.0,6.0,30000.0,6.0,드라마,15세이상관람가,독립/예술영화
175,호프,마리아 소달,,(주)이놀미디어,(주)이놀미디어,20201217,개봉영화,장편,기타,171.0,54000.0,6.0,54000.0,6.0,드라마,12세이상관람가,독립/예술영화
176,더 킹: 독립 전쟁,미할 로사,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,20210318,개봉영화,장편,폴란드,5.0,6000.0,5.0,2000.0,1.0,전쟁,15세이상관람가,독립/예술영화
177,스트레스 제로,이대희,"(주)이대희 애니메이션스튜디오,(주)302플래닛",,(주)트리플픽쳐스,20210203,개봉영화,장편,한국,156.0,49000.0,5.0,42000.0,4.0,애니메이션,전체관람가,독립/예술영화
178,운디네,크리스티안 펫졸드,,M&M 인터내셔널,M&M 인터내셔널,20201224,개봉영화,장편,독일,42.0,35000.0,5.0,35000.0,5.0,드라마,12세이상관람가,독립/예술영화
179,음악,,,,(주)미디어캐슬,20210116,개봉영화,장편,일본,1.0,42000.0,5.0,0.0,0.0,애니메이션,12세이상관람가,독립/예술영화
180,이웃집 BJ,양호열,케이제이픽처스,,케이제이픽처스,20210312,개봉영화,장편,한국,5.0,5000.0,5.0,1000.0,1.0,성인물(에로),청소년관람불가,일반영화
181,자가격리파트너 윤아,양호열,케이제이픽처스,,케이제이픽처스,20210312,개봉영화,장편,한국,5.0,5000.0,5.0,1000.0,1.0,성인물(에로),청소년관람불가,일반영화
182,럭키 몬스터,봉준영,한국영화아카데미,,(주)영화사 그램,20201203,개봉영화,장편,한국,101.0,19000.0,3.0,0.0,0.0,드라마,청소년관람불가,독립/예술영화
183,퍼스트 러브,미이케 다카시,,"(주)도키엔터테인먼트,와이드 릴리즈(주)",와이드 릴리즈(주),20201217,개봉영화,장편,일본,79.0,27000.0,3.0,27000.0,3.0,범죄,청소년관람불가,독립/예술영화
184,블라인드,타마르 반 덴 도프,,"주식회사 컨텐츠썬,와이드 릴리즈(주)",주식회사 컨텐츠썬,20210114,개봉영화,장편,네덜란드,239.0,11000.0,2.0,0.0,0.0,드라마,15세이상관람가,일반영화
185,아이 엠 우먼,문은주,,"주식회사 풍경소리,(주)팝엔터테인먼트",(주)팝엔터테인먼트,20210114,개봉영화,장편,호주,494.0,16000.0,2.0,16000.0,2.0,드라마,15세이상관람가,독립/예술영화
186,파힘,피에르 프랑소와 마틴 라발,,그린나래미디어(주),(주)디스테이션,20210121,개봉영화,장편,프랑스,165.0,20000.0,2.0,20000.0,2.0,드라마,전체관람가,독립/예술영화
187,가슴 큰 친구 여친,한대위,(주)영화사가을,,(주)영화사가을,20210308,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
188,"가슴이 풍만한 그녀, 3번의 정사",,,,(주)빅콘미디어,20210302,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
189,거유 와이프:남편 대신 상사와,버드맨 텟페이,,,(주)영진크리에이티브,20210324,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
190,거유녀의 젖어버린 작업복,에도마사,,,(주)영진크리에이티브,20210324,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
191,관음증:새엄마 훔쳐보기,진 류지,,,(주)영진크리에이티브,20210317,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
192,구멍동서 세부판 무삭제판,김레이,엔트리커뮤니케이션즈,,엔트리커뮤니케이션즈,20210309,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
193,굶주린 며느리의 성교육,시온,,,(주)영진크리에이티브,20210315,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
194,귀여운 그녀의 인터뷰 섹스,카사이 마사히로,,,(주)빅콘미디어,20210302,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
195,귀여운 방판녀의 특별한 서비스,버드맨 텟페이,,,(주)영진크리에이티브,20210305,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
196,그녀의 첫사랑,판,(주)영진크리에이티브,,(주)영진크리에이티브,20210317,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
197,남의 아내를 탐하다,사노 B사쿠,,,(주)영진크리에이티브,20210317,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
198,남편 죗값 대신 팬티 벗을게요,나가에 타카미,,,(주)영진크리에이티브,20210315,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
199,남편대신 도련님,한영희,(주)영화사가을,,(주)영화사가을,20210303,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
200,남편의 초대남,최성은,(주)영화사히트,,(주)영화사히트,20210309,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,드라마,청소년관람불가,일반영화
201,내 여자 친구의 동생,한대위,(주)영화사가을,,(주)영화사가을,20210308,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
202,내로남불 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,20210330,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
203,노 맨스 랜드,미카 라이언스,,,(주)영화사 안다미로,20210322,개봉영화,장편,미국,1.0,1000.0,1.0,0.0,0.0,액션,15세이상관람가,일반영화
204,도련님의 물건,신우찬,(주)영화사가을,,(주)영화사가을,20210324,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
205,동생 아내,최찬호,(주)영화사가을,,(주)영화사가을,20210329,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
206,동생의 여친을 탐하다,최성은,(주)영화사히트,,(주)영화사히트,20210324,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,드라마,청소년관람불가,일반영화
207,막주기로 소문난 도쿄새댁,존 류지,,,주식회사 미콘,20210312,개봉영화,장편,일본,1.0,1000.0,1.0,0.0,0.0,드라마,청소년관람불가,일반영화
208,많이 쌓인 형수:우리 해볼까?,버드맨 텟페이,,,(주)영진크리에이티브,20210322,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
209,맛있는 자매덮밥,알렉사 박,타이티 필름,,케이엘 픽쳐스,20210321,개봉영화,장편,한국,1.0,2000.0,1.0,2000.0,1.0,멜로/로맨스,청소년관람불가,일반영화
210,명기:홍콩 한번 가볼래?,마츠오카 쿠니히코,,,(주)영진크리에이티브,20210315,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
211,모녀 카센터,문정동 쪼형,두리컴,,(주)코빈커뮤니케이션즈,20210316,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
212,몸 달은 세 모녀,히이라기 엔부,,,(주)영진크리에이티브,20210318,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
213,몸으로 희생하는 그녀들,토미죠 타로,,,(주)영진크리에이티브,20210318,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
214,미용실 : 특별한 서비스 5,조태호,(주)영화사가을,,(주)영화사가을,20210308,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
215,미워도 떡 한번만,정지승,(주)코빈커뮤니케이션즈,,(주)코빈커뮤니케이션즈,20210316,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
216,밀애 : 외로운 형수,신우찬,(주)영화사가을,,(주)영화사가을,20210315,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
217,바람에 날라온 유부녀 팬티 무삭제판,이와나가 스토루네,,,(주)영진크리에이티브,20210312,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
218,바이러스 Z: 백신 대참사,이스라엘 루나,,,(주)영화사 안다미로,20210329,개봉영화,장편,미국,1.0,1000.0,1.0,0.0,0.0,공포(호러),청소년관람불가,일반영화
219,방판녀의 신들린 허리놀림,버드맨 텟페이,,,(주)영진크리에이티브,20210322,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
220,배달원에 환장한 섹녀들,버드맨 텟페이,,,(주)영진크리에이티브,20210305,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
221,버스납치 리턴즈,후지와라 켄이치,,,(주)영진크리에이티브,20210316,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,코미디,12세이상관람가,일반영화
222,불륜 동창회 3 무삭제,조태호,(주)영화사가을,,(주)영화사가을,20210316,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
223,비뇨기과 여의사들 3 무삭제,조태호,(주)영화사가을,,(주)영화사가을,20210308,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
224,비키니 바 : 맛있는 서비스 무삭제,조태호,(주)영화사가을,,(주)영화사가을,20210302,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
225,빈집의 형수,김감독,(주)더레드엔터테인먼트,,(주)더레드엔터테인먼트,20210301,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
226,사일런싱,,,(주)홈초이스,(주)홈초이스,20210128,개봉영화,장편,미국,89.0,6000.0,1.0,0.0,0.0,공포(호러),15세이상관람가,일반영화
227,사정의 불시착,최성은,(주)영화사히트,,(주)영화사히트,20210304,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,드라마,청소년관람불가,일반영화
228,새엄마4,최찬호,(주)영화사가을,,(주)영화사가을,20210315,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
229,새엄마의 위험한 사정,코이케.Jp,,,(주)영진크리에이티브,20210315,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
230,성인용품 판매원 쿄코의 특별한 영업,버드맨 텟페이,,,(주)영진크리에이티브,20210318,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
231,세 자매:교환섹스,히이라기 엔부,,,(주)영진크리에이티브,20210316,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
232,섹스하우스,김동해,라이어 시네마,,케이엘 픽쳐스,20210320,개봉영화,장편,한국,1.0,2000.0,1.0,2000.0,1.0,멜로/로맨스,청소년관람불가,일반영화
233,섹시한 방문판매원 마오,버드맨 텟페이,,,(주)영진크리에이티브,20210312,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
234,솔져스 리벤지,마이클 페이퍼,,(주)퍼스트런,(주)퍼스트런,20210325,개봉영화,장편,미국,1.0,6000.0,1.0,0.0,0.0,액션,15세이상관람가,일반영화
235,스카이라인: 라스트 워,리암 오도넬,,,(주)영화사 안다미로,20210308,개봉영화,장편,미국,1.0,1000.0,1.0,0.0,0.0,SF,15세이상관람가,독립/예술영화
236,쓰리썸씽,,,,주식회사 루믹스미디어,20210318,개봉영화,장편,미국,1.0,1000.0,1.0,0.0,0.0,코미디,청소년관람불가,일반영화
237,아들의 끼부리는 여자 무삭제판,사이유키,,,(주)영진크리에이티브,20210312,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
238,악녀의 악연,미야자카 타케시,,,(주)영진크리에이티브,20210331,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,스릴러,청소년관람불가,일반영화
239,안마방: 어린 세 여자의 서비스,안혜영,주식회사 루믹스미디어,,마법사필름,20210325,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
240,야릇한 마사지 교습,버드맨 텟페이,,,(주)영진크리에이티브,20210305,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
241,야한 몸매의 다이어트녀,타나카 스나오,,,(주)영진크리에이티브,20210305,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
242,야한 제수씨의 은밀한 비밀,버드맨 텟페이,,,(주)영진크리에이티브,20210317,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
243,어린 집사,판,(주)영진크리에이티브,,(주)영진크리에이티브,20210317,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
244,어린여친,안혜영,영화사 레드카펫,,주식회사 루믹스미디어,20210303,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
245,여선생4,최성은,(주)영화사히트,,(주)영화사히트,20210310,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,드라마,청소년관람불가,일반영화
246,여자 간병인,김환,(주)영화사가을,,(주)영화사가을,20210323,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
247,연애 : 섹스의 기술,한대위,(주)영화사가을,,(주)영화사가을,20210306,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
248,외로운 형수님의 은밀한 유혹,버드맨 텟페이,,,(주)영진크리에이티브,20210322,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
249,요요현상,고두현,영화사 금요일,,영화배급협동조합 씨네소파,20210114,개봉영화,장편,한국,27.0,4000.0,1.0,0.0,0.0,다큐멘터리,전체관람가,독립/예술영화
250,욕구 터진 며느리들,호소카와 켄,,,(주)영진크리에이티브,20210324,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
251,욕구불만 형수님,버드맨 텟페이,,,(주)영진크리에이티브,20210312,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
252,월세는 몸으로 낼게요,김환,(주)영화사가을,,(주)영화사가을,20210323,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
253,유부녀들:섹스스캔들,하라다 칸토나,,,(주)영진크리에이티브,20210316,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
254,육체봉사:달래드릴게요,토미죠 타로,,,(주)영진크리에이티브,20210318,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
255,음란 과외 3 - 무삭제판,김종석,너바나 필름,,(주)컨텐츠 빌리지,20210310,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
256,이 안에 외계인이 있다,최은종,"조아필름,(주)와이제이글로벌그룹,파랑필름",,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",20210203,개봉영화,장편,한국,121.0,7000.0,1.0,0.0,0.0,코미디,12세이상관람가,독립/예술영화
257,자매의 유혹 무삭제판,김레이,엔트리커뮤니케이션즈,,엔트리커뮤니케이션즈,20210309,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
258,잔뜩 물오른 며느리들,밤비노 푸린,,,(주)영진크리에이티브,20210322,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
259,장모님 들어갈께요,김감독,(주)더레드엔터테인먼트,,(주)더레드엔터테인먼트,20210301,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
260,정사 : 딸의 남자친구,최찬호,(주)영화사가을,,(주)영화사가을,20210308,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
261,정사 : 타인의 아내 무삭제,조태호,(주)영화사가을,,(주)영화사가을,20210322,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
262,주짓수,디미트리 로고데티스,,,(주)영화사 안다미로,20210301,개봉영화,장편,미국,1.0,1000.0,1.0,0.0,0.0,액션,15세이상관람가,일반영화
263,착한 딸의 속사정,김감독,(주)더레드엔터테인먼트,,(주)더레드엔터테인먼트,20210301,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
264,착한 유부녀들 무삭제,조태호,(주)영화사가을,,(주)영화사가을,20210327,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
265,착한 처형 : 마지막 여행 무삭제,이대길,뷰소프트,,뷰소프트,20210327,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
266,처남의 여자친구,한대위,(주)영화사가을,,(주)영화사가을,20210303,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
267,처제의 뜨거운 속살,카부토가니,,,(주)영진크리에이티브,20210324,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
268,초대녀 3 - 무삭제판,김종석,모히또필름,,(주)컨텐츠 빌리지,20210324,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
269,초대받은 배달부 무삭제판,이상수,선셋 시네마,,선셋 시네마,20210318,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,기타,청소년관람불가,일반영화
270,커플교환 : 여자친구가 원해서,한대위,(주)영화사가을,,(주)영화사가을,20210316,개봉영화,장편,한국,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
271,커플의 세계,연주윤,유한회사 영화사 반딧불,,유한회사 영화사 반딧불,20210315,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
272,콘플릭트:비열한 거래,후지와라 켄이치,,,(주)영진크리에이티브,20210331,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,액션,청소년관람불가,일반영화
273,타이만,나카시마 타케시,,,(주)영진크리에이티브,20210316,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,액션,청소년관람불가,일반영화
274,하마사키 마오의 색다른 서비스,나가에 타카미,,,(주)영진크리에이티브,20210317,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
275,흐느끼는숙모-무삭제,천성준,(주)케이피에이기획,,(주)케이피에이기획,20210306,개봉영화,장편,한국,1.0,5000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
276,2021 첫 섹스,김동해,라이어 시네마,,케이엘 픽쳐스,20210327,개봉영화,장편,한국,1.0,2000.0,1.0,2000.0,1.0,멜로/로맨스,청소년관람불가,일반영화
277,21살승하의아이돌비밀일기,판,스마일컨텐츠,,스마일컨텐츠,20210308,개봉영화,장편,한국,1.0,5000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
278,24살윤율의섹시한젖가슴,판,스마일컨텐츠,,스마일컨텐츠,20210312,개봉영화,장편,한국,1.0,5000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
279,300: 전사의 귀환,크리스토퍼 포브스,,,(주)영화사 안다미로,20210322,개봉영화,장편,미국,1.0,1000.0,1.0,0.0,0.0,액션,15세이상관람가,일반영화
280,B형물많고화끈한처제-무삭제,판,스마일컨텐츠,,스마일컨텐츠,20210317,개봉영화,장편,한국,1.0,1000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화
281,G컵녀의 3인 3섹,아라시야마 미치루,,,(주)빅콘미디어,20210302,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
282,O형수박가슴가정부-무삭제,판,스마일컨텐츠,,스마일컨텐츠,20210326,개봉영화,장편,한국,1.0,1000.0,1.0,1000.0,1.0,멜로/로맨스,청소년관람불가,일반영화
1,스파이더맨: 노 웨이 홈,존 왓츠,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021-12-,개봉영화,장편,미국,,,,,,액션,12세이상관람가,일반영화
2,킹스맨: 퍼스트 에이전트,매튜 본,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-12-,개봉영화,장편,미국,,,,,,액션,청소년관람불가,일반영화
3,유체이탈자,윤재근,"(주)비에이엔터테인먼트,(주)사람엔터테인먼트",,"주식회사 에이비오엔터테인먼트,메가박스중앙(주)플러스엠",2021-11-,개봉영화,장편,한국,,,,,,판타지,15세이상관람가,일반영화
